icao24,callsign,time,lat,lon,altitude_ft,velocity_kts,heading_deg,on_ground,time_utc,alt_band
a1c4db,N213CB,1773422220.0,32.4745,-97.1408,1900.0000608,153.53712000000002,50.82,False,2026-03-13 17:17:00+00:00,Low
a18903,N19850,1773422220.0,32.4412,-97.7106,4050.0001296,72.89999999999999,206.92,False,2026-03-13 17:17:00+00:00,Low
ab635d,SWA4623,1773422220.0,33.3579,-96.7948,4000.000128,264.63671999999997,103.77,False,2026-03-13 17:17:00+00:00,Low
ab1fa7,AAL5,1773422220.0,32.8397,-97.7345,17975.0005752,377.34984000000003,277.61,False,2026-03-13 17:17:00+00:00,Terminal
ab54ec,N8292D,1773422220.0,32.556,-97.4755,3300.0001056,74.10528,273.09,False,2026-03-13 17:17:00+00:00,Low
a7299c,N5602V,1773422220.0,33.1058,-96.0819,1000.000032,86.62464,148.7,False,2026-03-13 17:17:00+00:00,Low
aa34d0,N757HY,1773422220.0,33.3961,-97.324,3700.0001184,66.60144,138.65,False,2026-03-13 17:17:00+00:00,Low
a919b4,N686CA,1773422220.0,32.5866,-96.8838,2250.000072,124.20215999999999,356.77,False,2026-03-13 17:17:00+00:00,Low
a1559d,N1850F,1773422220.0,32.5605,-96.331,3775.0001207999994,131.00616,90.44,False,2026-03-13 17:17:00+00:00,Low
a7c85c,N600MK,1773422220.0,32.6078,-96.7802,12375.000396,248.22935999999999,172.36,False,2026-03-13 17:17:00+00:00,Terminal
ae52aa,TANDM29,1773422220.0,32.731,-96.9748,450.0000144,32.25096,277.13,False,2026-03-13 17:17:00+00:00,Low
ade53c,CNS316,1773422220.0,32.918,-97.0848,4225.0001352,227.13696,277.84,False,2026-03-13 17:17:00+00:00,Low
a1074e,N1655F,1773422220.0,33.1698,-97.7653,3400.0001088,86.02199999999999,252.41,False,2026-03-13 17:17:00+00:00,Low
ad3396,N95PC,1773422220.0,33.0533,-97.5995,22000.000704000002,225.54288,239.34,False,2026-03-13 17:17:00+00:00,Transition
a20132,N22808,1773422220.0,32.6727,-97.1113,1475.0000472,89.67672,352.95,False,2026-03-13 17:17:00+00:00,Low
a5749c,N4501E,1773422220.0,32.939,-97.578,2525.0000808,103.7124,83.35,False,2026-03-13 17:17:00+00:00,Low
a74ae4,N5691R,1773422220.0,33.3116,-96.2564,2475.0000792,73.24992,231.1,False,2026-03-13 17:17:00+00:00,Low
a14f2f,N1837S,1773422220.0,32.9357,-96.2467,41000.001312,451.1052,101.51,False,2026-03-13 17:17:00+00:00,High
a5c430,N4705Q,1773422220.0,33.3426,-97.124,3000.0000959999998,86.15808,3.33,False,2026-03-13 17:17:00+00:00,Low
adcbdc,N98843,1773422220.0,32.4755,-97.2501,1525.0000488,72.14184,133.88,False,2026-03-13 17:17:00+00:00,Low
a3a9eb,AAL1746,1773422220.0,32.841,-97.0754,35000.00112,480.34296,119.02,False,2026-03-13 17:17:00+00:00,High
a0237e,N108LZ,1773422220.0,33.0121,-96.1315,4900.0001568,140.08464,61.42,False,2026-03-13 17:17:00+00:00,Low
ac0e33,N876SC,1773422220.0,32.4284,-97.1017,3525.0001128000004,105.01488,179.45,False,2026-03-13 17:17:00+00:00,Low
a7ea3f,N609SA,1773422220.0,32.9986,-96.5259,2900.0000928,127.58471999999999,264.6,False,2026-03-13 17:17:00+00:00,Low
a02eaf,N1101A,1773422220.0,32.9551,-96.1552,18600.0005952,377.0388,69.02,False,2026-03-13 17:17:00+00:00,Transition
ac00b1,SWA2651,1773422220.0,32.9293,-96.8125,3125.0001,173.91024,303.51,False,2026-03-13 17:17:00+00:00,Low
ac6f9c,N900EM,1773422220.0,32.3582,-96.6888,40000.00128,421.49807999999996,352.64,False,2026-03-13 17:17:00+00:00,High
a25ba7,EPI251,1773422220.0,32.9627,-96.7685,1975.0000632,109.17504,86.85,False,2026-03-13 17:17:00+00:00,Low
a9dc3d,N734ZY,1773422220.0,33.2285,-97.1342,2500.00008,126.06839999999998,41.78,False,2026-03-13 17:17:00+00:00,Low
acac14,N9153W,1773422220.0,33.0728,-96.5743,3625.000116,120.08088000000001,150.02,False,2026-03-13 17:17:00+00:00,Low
a20258,UNKNOWN,1773422220.0,32.766,-97.6704,1575.0000504,83.74752,319.84,False,2026-03-13 17:17:00+00:00,Low
a6d0f0,N5383K,1773422220.0,32.4271,-97.3901,1700.0000544,78.30432,155.07,False,2026-03-13 17:17:00+00:00,Low
a46430,N382RA,1773422220.0,33.4154,-97.218,1925.0000616,85.10832,2.69,False,2026-03-13 17:17:00+00:00,Low
a52dbc,NWX432,1773422220.0,32.5956,-97.9674,4525.0001448,92.20392,310.6,False,2026-03-13 17:17:00+00:00,Low
ac1e22,N880DB,1773422220.0,32.7999,-97.1432,825.0000264,32.38704,171.12,False,2026-03-13 17:17:00+00:00,Low
a904e6,TRF688,1773422220.0,32.956,-96.1304,1900.0000608,114.5016,25.89,False,2026-03-13 17:17:00+00:00,Low
a63c08,N500XL,1773422220.0,32.6135,-97.1141,2100.0000672,178.28423999999998,346.04,False,2026-03-13 17:17:00+00:00,Low
a64310,N502TJ,1773422220.0,32.9425,-96.5532,2400.0000768,127.21535999999999,306.69,False,2026-03-13 17:17:00+00:00,Low
a9903a,SKW6355,1773422220.0,32.7722,-97.2115,8525.0002728,268.58304,277.92,False,2026-03-13 17:17:00+00:00,Low
a5bb0b,N469AA,1773422220.0,33.2569,-97.4374,2975.0000952,131.06448,88.25,False,2026-03-13 17:17:00+00:00,Low
a4c7a3,N407LG,1773422220.0,32.8524,-97.7428,1775.0000568,121.15008,272.84,False,2026-03-13 17:17:00+00:00,Low
a11908,N17YP,1773422220.0,32.5283,-97.812,4425.0001416,138.35448,248.81,False,2026-03-13 17:17:00+00:00,Low
ab9af3,AAL9602,1773422220.0,32.3687,-97.9864,23250.000744,461.46671999999995,87.52,False,2026-03-13 17:17:00+00:00,Transition
a56acc,NWX448,1773422220.0,32.9889,-97.8637,5950.0001904,116.73719999999999,6.39,False,2026-03-13 17:17:00+00:00,Low
a49a5b,N396PC,1773422220.0,32.4855,-96.8444,1675.0000536,111.02184,91.03,False,2026-03-13 17:17:00+00:00,Low
a4ea9d,N416CA,1773422220.0,32.6641,-96.8481,1650.0000528,113.0436,1.52,False,2026-03-13 17:17:00+00:00,Low
a621f8,N49447,1773422220.0,32.6114,-97.8776,3500.0001119999997,84.38904,319.33,False,2026-03-13 17:17:00+00:00,Low
acf261,N933SC,1773422220.0,32.6995,-97.0267,1425.0000456,109.17504,3.15,False,2026-03-13 17:17:00+00:00,Low
a20fa3,CXK619,1773422220.0,33.3377,-96.0587,4450.000142399999,96.46127999999999,250.63,False,2026-03-13 17:17:00+00:00,Low
a37313,N321LT,1773422220.0,32.9355,-97.2326,3450.0001104,168.4476,94.09,False,2026-03-13 17:17:00+00:00,Low
a4e1d5,N4131W,1773422220.0,33.1744,-96.544,5425.0001735999995,156.02544,53.86,False,2026-03-13 17:17:00+00:00,Low
ab4732,AAL127,1773422220.0,32.8653,-97.5613,13000.000416,382.05432,289.1,False,2026-03-13 17:17:00+00:00,Terminal
abe501,SWA2471,1773422220.0,32.1302,-96.6644,36000.001152,430.14888,210.92,False,2026-03-13 17:17:00+00:00,High
acc8d1,N9226Q,1773422220.0,32.3171,-97.6844,2125.0000680000003,109.11672,197.6,False,2026-03-13 17:17:00+00:00,Low
a49378,N394US,1773422220.0,33.2504,-97.1972,1425.0000456,6.006959999999999,73.12,False,2026-03-13 17:17:00+00:00,Low
a3bc0b,N34MC,1773422220.0,32.1478,-96.9185,4450.000142399999,147.66624,298.3,False,2026-03-13 17:17:00+00:00,Low
ac9b48,N911KE,1773422220.0,33.0247,-96.5119,2400.0000768,129.04271999999997,289.0,False,2026-03-13 17:17:00+00:00,Low
a05b92,N122EP,1773422220.0,32.6575,-96.9495,3375.000108,146.71367999999998,101.0,False,2026-03-13 17:17:00+00:00,Low
ac667a,N89878,1773422220.0,33.1254,-97.678,3000.0000959999998,89.75448,104.19,False,2026-03-13 17:17:00+00:00,Low
a5b59d,SWA1983,1773422220.0,32.8065,-96.8092,2450.0000784,200.27087999999998,132.77,False,2026-03-13 17:17:00+00:00,Low
a9def3,N735PR,1773422220.0,32.7148,-97.6485,5750.0001839999995,107.23104,266.26,False,2026-03-13 17:17:00+00:00,Low
ad6cb1,TRF564,1773422220.0,32.7089,-96.2422,1525.0000488,117.28152,3.91,False,2026-03-13 17:17:00+00:00,Low
ac53f8,SWA1919,1773422220.0,32.4727,-97.0142,8875.000284,294.90479999999997,65.35,False,2026-03-13 17:17:00+00:00,Low
a146f1,SWA22,1773422220.0,32.8645,-96.8652,700.0000224,147.10247999999999,135.55,False,2026-03-13 17:17:00+00:00,Low
a791c0,AAL2369,1773422220.0,33.3564,-97.5964,9875.000316,296.24616,126.21,False,2026-03-13 17:17:00+00:00,Low
a91ab7,NKS1121,1773422220.0,32.9513,-96.9142,9325.0002984,256.02479999999997,0.45,False,2026-03-13 17:17:00+00:00,Low
a43357,N37VK,1773422220.0,32.1569,-97.0459,2900.0000928,135.96336,42.02,False,2026-03-13 17:17:00+00:00,Low
ac04d3,SWA546,1773422220.0,32.013,-96.9797,35375.001132,427.03848,190.39,False,2026-03-13 17:17:00+00:00,High
a13501,AAL1514,1773422220.0,32.4138,-96.4825,18300.0005856,358.55136,315.57,False,2026-03-13 17:17:00+00:00,Transition
a97187,N7074V,1773422220.0,32.6422,-97.4961,3000.0000959999998,141.69816,107.67,False,2026-03-13 17:17:00+00:00,Low
a1c05d,UCA4331,1773422220.0,33.4707,-96.6952,32000.001024,455.868,196.96,False,2026-03-13 17:17:00+00:00,High
a7eb0c,N6090F,1773422220.0,32.7138,-96.2671,400.0000128,62.0136,180.92,False,2026-03-13 17:17:00+00:00,Low
aa733b,SWA696,1773422220.0,32.6721,-96.5325,6100.0001952,278.5752,318.93,False,2026-03-13 17:17:00+00:00,Low
a01129,N103PL,1773422220.0,32.1627,-97.0973,3825.0001224,161.97408,24.82,False,2026-03-13 17:17:00+00:00,Low
a92ac4,N690AP,1773422220.0,32.6919,-96.8667,750.0000239999999,79.00416,180.0,False,2026-03-13 17:17:00+00:00,Low
a31c16,N3QZ,1773422220.0,32.0419,-96.194,5900.0001888,131.25887999999998,352.12,False,2026-03-13 17:17:00+00:00,Low
aa0a6e,SKW6433,1773422220.0,33.2638,-97.2962,4950.0001584,263.56752,93.7,False,2026-03-13 17:17:00+00:00,Low
a06bd8,N126VA,1773422220.0,32.9571,-97.3188,1200.0000384,45.995039999999996,180.0,False,2026-03-13 17:17:00+00:00,Low
ab3dc3,UAL1350,1773422220.0,33.2189,-97.1123,4225.0001352,238.54824,132.45,False,2026-03-13 17:17:00+00:00,Low
a06d39,N1266U,1773422220.0,32.8322,-97.9839,3475.0001112,102.39048,282.41,False,2026-03-13 17:17:00+00:00,Low
ac6596,SWA1570,1773422220.0,32.358,-96.0565,14100.000451200001,336.60360000000003,286.93,False,2026-03-13 17:17:00+00:00,Terminal
a5a106,N46198,1773422220.0,32.9394,-97.419,1050.0000336,56.60928,147.99,False,2026-03-13 17:17:00+00:00,Low
86831e,JAL11,1773422220.0,33.0479,-97.8876,20650.0006608,397.13975999999997,293.92,False,2026-03-13 17:17:00+00:00,Transition
a23d25,SWA3160,1773422220.0,33.2356,-96.755,3925.0001255999996,259.48512,202.91,False,2026-03-13 17:17:00+00:00,Low
acb9c6,N919TC,1773422220.0,32.2885,-96.0689,4550.0001456,114.15168,348.89,False,2026-03-13 17:17:00+00:00,Low
a44983,UAL686,1773422220.0,32.2171,-97.3641,35000.00112,478.18512,133.64,False,2026-03-13 17:17:00+00:00,High
acf4c7,N934CR,1773422220.0,32.8646,-96.8652,750.0000239999999,103.24584,135.0,False,2026-03-13 17:17:00+00:00,Low
a9d6a5,N733ES,1773422220.0,33.299,-97.3413,3575.0001144000003,55.734480000000005,9.29,False,2026-03-13 17:17:00+00:00,Low
a7a9c5,JIA5037,1773422220.0,32.2726,-96.0787,24575.0007864,399.16152,271.44,False,2026-03-13 17:17:00+00:00,Transition
adb434,N982ST,1773422220.0,32.8538,-96.8645,600.0000192,78.77088,61.16,False,2026-03-13 17:17:00+00:00,Low
a9b193,N72338,1773422220.0,33.1491,-96.8721,1500.0000479999999,94.53672,6.07,False,2026-03-13 17:17:00+00:00,Low
aca94b,AAL1321,1773422220.0,32.7633,-97.1344,6700.0002144,264.07296,261.29,False,2026-03-13 17:17:00+00:00,Low
a9d837,N733WU,1773422220.0,32.7141,-97.0467,850.0000272,63.04392,178.18,False,2026-03-13 17:17:00+00:00,Low
aab5f3,N79CW,1773422220.0,32.9376,-96.6792,2450.0000784,163.43207999999998,291.54,False,2026-03-13 17:17:00+00:00,Low
a28191,CXK337,1773422220.0,33.1492,-96.5609,2200.0000704,79.31519999999999,95.06,False,2026-03-13 17:17:00+00:00,Low
acdbee,AAL2845,1773422220.0,32.8971,-97.0333,550.0000176,3.5964,56.31,False,2026-03-13 17:17:00+00:00,Low
a12215,N172RC,1773422220.0,33.2189,-97.4071,2375.000076,88.33536,329.37,False,2026-03-13 17:17:00+00:00,Low
a23b90,N243EH,1773422220.0,32.9712,-97.3305,1400.0000448,33.534,169.7,False,2026-03-13 17:17:00+00:00,Low
a2b885,N2746C,1773422220.0,32.7762,-96.5297,1000.000032,57.01752,178.99,False,2026-03-13 17:17:00+00:00,Low
a18403,AAL2050,1773422220.0,32.8881,-97.0509,900.0000288,174.00744,180.33,False,2026-03-13 17:17:00+00:00,Low
adbdf7,CAP4228,1773422220.0,33.1536,-96.4113,2600.0000832,102.52656,290.56,False,2026-03-13 17:17:00+00:00,Low
adb260,N9818W,1773422220.0,33.0357,-96.2262,1900.0000608,101.71008,6.78,False,2026-03-13 17:17:00+00:00,Low
a001a9,N1SY,1773422220.0,32.7682,-96.351,2200.0000704,118.93392,250.35,False,2026-03-13 17:17:00+00:00,Low
a121ec,N172PM,1773422220.0,33.1991,-96.588,1100.0000352,56.045519999999996,182.05,False,2026-03-13 17:17:00+00:00,Low
a8fd3c,AAL896,1773422220.0,33.0162,-97.0256,2475.0000792,159.01919999999998,180.0,False,2026-03-13 17:17:00+00:00,Low
ad14a3,AAL2671,1773422220.0,33.0596,-96.9233,6725.000215200001,249.92064,349.86,False,2026-03-13 17:17:00+00:00,Low
a90a29,N6816S,1773422220.0,33.3821,-96.5248,7475.000239200001,188.10144,101.97,False,2026-03-13 17:17:00+00:00,Low
a7f6bf,LXJ612,1773422220.0,33.2021,-97.7707,43000.001376,493.67879999999997,121.92,False,2026-03-13 17:17:00+00:00,High
adb2bd,N982BT,1773422220.0,33.3812,-97.358,4650.0001488,109.66103999999999,282.64,False,2026-03-13 17:17:00+00:00,Low
a5198f,N428CF,1773422220.0,33.0438,-96.8379,775.0000248,9.992159999999998,126.87,False,2026-03-13 17:17:00+00:00,Low
a84057,N63017,1773422220.0,32.7117,-96.1298,2400.0000768,89.01576,269.36,False,2026-03-13 17:17:00+00:00,Low
a72078,SGE67,1773422220.0,32.9973,-97.4921,1500.0000479999999,63.51048,172.76,False,2026-03-13 17:17:00+00:00,Low
a06560,N1243S,1773422220.0,33.1937,-97.5407,2700.0000864000003,88.0632,358.05,False,2026-03-13 17:17:00+00:00,Low
ac9e2b,N912AT,1773422220.0,32.9423,-97.4336,1250.00004,60.53616,149.2,False,2026-03-13 17:17:00+00:00,Low
a04b96,N118TB,1773422220.0,32.5161,-96.9116,1700.0000544,101.26296,214.95,False,2026-03-13 17:17:00+00:00,Low
a77b27,N581RS,1773422220.0,32.8645,-96.8651,725.0000232,120.21696,135.67,False,2026-03-13 17:17:00+00:00,Low
a9e8c8,N738AE,1773422220.0,33.121,-96.3459,1500.0000479999999,130.11192,182.2,False,2026-03-13 17:17:00+00:00,Low
a72bda,JIA5406,1773422220.0,33.0733,-97.1441,5575.0001784,235.71,63.0,False,2026-03-13 17:17:00+00:00,Low
a234ef,ENY4095,1773422256.0,32.8941,-97.2731,11600.0003712,358.12368,1.28,False,2026-03-13 17:17:36+00:00,Terminal
a53473,N43408,1773422256.0,32.3875,-97.8799,4500.000144,94.82832,242.35,False,2026-03-13 17:17:36+00:00,Low
abfac6,SWA2531,1773422256.0,33.3894,-96.95,6250.0002,291.87215999999995,100.46,False,2026-03-13 17:17:36+00:00,Low
a3917e,N329TX,1773422256.0,32.8432,-97.3306,1400.0000448,112.61592,213.41,False,2026-03-13 17:17:36+00:00,Low
a6a441,N527PN,1773422256.0,32.2865,-96.5914,9850.0003152,353.04984,307.52,False,2026-03-13 17:17:36+00:00,Low
a0802e,N131PA,1773422256.0,32.8478,-96.242,1350.0000432000002,91.01808,179.37,False,2026-03-13 17:17:36+00:00,Low
a48973,N3914Q,1773422256.0,32.066,-96.6732,1125.000036,117.49535999999999,348.21,False,2026-03-13 17:17:36+00:00,Low
a45052,N3771L,1773422256.0,32.4724,-96.9112,800.0000256,59.03928,190.74,False,2026-03-13 17:17:36+00:00,Low
ad311d,N9491L,1773422256.0,32.3508,-97.4528,1800.0000576,102.00168,331.93,False,2026-03-13 17:17:36+00:00,Low
abb58b,N8535G,1773422256.0,33.3786,-96.6982,3600.0001152,85.4388,207.16,False,2026-03-13 17:17:36+00:00,Low
a9af67,CXK533,1773422256.0,32.6781,-97.0978,700.0000224,56.29824,167.69,False,2026-03-13 17:17:36+00:00,Low
a5e676,N48CD,1773422256.0,32.8733,-96.6817,1100.0000352,46.869839999999996,129.81,False,2026-03-13 17:17:36+00:00,Low
aaa7b5,N786KD,1773422256.0,32.7576,-96.5302,475.0000152,76.0104,180.75,False,2026-03-13 17:17:36+00:00,Low
aaf70f,N8052A,1773422256.0,33.0978,-96.0643,1050.0000336,73.24992,231.1,False,2026-03-13 17:17:36+00:00,Low
a2ce8d,N280FW,1773422256.0,32.8376,-97.3637,850.0000272,116.11511999999999,172.08,False,2026-03-13 17:17:36+00:00,Low
a1fbe6,N227KC,1773422256.0,33.4518,-96.4953,4400.0001408,149.04648,196.37,False,2026-03-13 17:17:36+00:00,Low
a2c27e,SWA1274,1773422256.0,32.8941,-96.8992,1525.0000488,135.7884,135.6,False,2026-03-13 17:17:36+00:00,Low
a3db0c,CNS33,1773422256.0,33.0504,-96.7886,2050.0000656,207.26928,321.86,False,2026-03-13 17:17:36+00:00,Low
a52e50,AAL1908,1773422256.0,32.9358,-97.0545,975.0000312,128.03184,180.9,False,2026-03-13 17:17:36+00:00,Low
a3e233,N3498F,1773422256.0,32.5694,-96.7102,800.0000256,62.208,143.5,False,2026-03-13 17:17:36+00:00,Low
a20a11,N230SA,1773422256.0,32.9616,-96.8168,1425.0000456,81.22032,85.76,False,2026-03-13 17:17:36+00:00,Low
ad081a,N939LH,1773422256.0,32.6621,-96.8167,1600.0000512,113.87952,329.38,False,2026-03-13 17:17:36+00:00,Low
a819f5,N621AA,1773422256.0,33.2122,-97.1334,2525.0000808,96.40296000000001,53.01,False,2026-03-13 17:17:36+00:00,Low
aa9d55,N783TA,1773422256.0,33.0553,-97.2023,900.0000288,64.01592,269.1,False,2026-03-13 17:17:36+00:00,Low
a7c0c5,N599VV,1773422256.0,32.7282,-97.4014,3625.000116,116.07624,91.97,False,2026-03-13 17:17:36+00:00,Low
ac2bc6,SWA1061,1773422256.0,33.4354,-97.3195,10950.0003504,354.17735999999996,96.32,False,2026-03-13 17:17:36+00:00,Terminal
a988cc,SKW6335,1773422256.0,33.4178,-96.2976,13600.0004352,320.91552,228.41,False,2026-03-13 17:17:36+00:00,Terminal
acd0ca,AAL1393,1773422256.0,32.7493,-97.0537,5650.0001808,247.02407999999997,180.46,False,2026-03-13 17:17:36+00:00,Low
a1c4db,N213CB,1773422256.0,32.491,-97.1182,1900.0000608,147.53016,49.4,False,2026-03-13 17:17:36+00:00,Low
a18903,N19850,1773422256.0,32.4318,-97.7195,4100.0001312,78.16824,253.65,False,2026-03-13 17:17:36+00:00,Low
ab635d,SWA4623,1773422256.0,33.3422,-96.7461,3950.0001264,268.77743999999996,136.21,False,2026-03-13 17:17:36+00:00,Low
ab1fa7,AAL5,1773422256.0,32.8483,-97.8102,19050.0006096,383.29848,277.5,False,2026-03-13 17:17:36+00:00,Transition
ab54ec,N8292D,1773422256.0,32.5561,-97.4903,3300.0001056,75.0384,268.47,False,2026-03-13 17:17:36+00:00,Low
a7299c,N5602V,1773422256.0,33.0923,-96.0753,900.0000288,86.62464,148.7,False,2026-03-13 17:17:36+00:00,Low
aa34d0,N757HY,1773422256.0,33.3874,-97.3112,4100.0001312,63.82151999999999,122.2,False,2026-03-13 17:17:36+00:00,Low
a919b4,N686CA,1773422256.0,32.6073,-96.8857,2125.0000680000003,124.49376000000001,5.07,False,2026-03-13 17:17:36+00:00,Low
a51e3b,N429NA,1773422256.0,32.7946,-97.1643,875.0000279999999,75.01896,180.76,False,2026-03-13 17:17:36+00:00,Low
a1559d,N1850F,1773422256.0,32.5604,-96.3055,4200.0001344,130.48128,94.84,False,2026-03-13 17:17:36+00:00,Low
a7c85c,N600MK,1773422256.0,32.5685,-96.774,11725.000375200001,236.05992,172.45,False,2026-03-13 17:17:36+00:00,Terminal
ae52aa,TANDM29,1773422256.0,32.731,-96.9748,450.0000144,32.25096,277.13,False,2026-03-13 17:17:36+00:00,Low
ade53c,CNS316,1773422256.0,32.9227,-97.1271,4925.0001576,210.88512,277.63,False,2026-03-13 17:17:36+00:00,Low
a1074e,N1655F,1773422256.0,33.1642,-97.7845,3400.0001088,85.4388,244.33,False,2026-03-13 17:17:36+00:00,Low
ad3396,N95PC,1773422256.0,33.0342,-97.6373,22000.000704000002,225.19296,238.99,False,2026-03-13 17:17:36+00:00,Transition
a20132,N22808,1773422256.0,32.68,-97.1016,1050.0000336,76.22424,109.15,False,2026-03-13 17:17:36+00:00,Low
a5749c,N4501E,1773422256.0,32.939,-97.578,2525.0000808,105.09264,87.82,False,2026-03-13 17:17:36+00:00,Low
a74ae4,N5691R,1773422256.0,33.3059,-96.2691,2475.0000792,70.2756,245.62,False,2026-03-13 17:17:36+00:00,Low
a14f2f,N1837S,1773422256.0,32.9208,-96.1596,41000.001312,451.1052,101.51,False,2026-03-13 17:17:36+00:00,High
a5c430,N4705Q,1773422256.0,33.3568,-97.1224,2900.0000928,82.15343999999999,3.49,False,2026-03-13 17:17:36+00:00,Low
adcbdc,N98843,1773422256.0,32.4812,-97.2486,1525.0000488,91.21248,266.23,False,2026-03-13 17:17:36+00:00,Low
a3a9eb,AAL1746,1773422256.0,32.802,-96.9922,35000.00112,480.82896,119.12,False,2026-03-13 17:17:36+00:00,High
a0237e,N108LZ,1773422256.0,33.0233,-96.1072,4900.0001568,140.08464,61.42,False,2026-03-13 17:17:36+00:00,Low
ac0e33,N876SC,1773422256.0,32.4107,-97.1023,3475.0001112,106.2396,183.78,False,2026-03-13 17:17:36+00:00,Low
a7ea3f,N609SA,1773422256.0,32.9964,-96.5509,2900.0000928,126.20448,266.82,False,2026-03-13 17:17:36+00:00,Low
a02eaf,N1101A,1773422256.0,32.9779,-96.0846,20300.0006496,387.80856,68.99,False,2026-03-13 17:17:36+00:00,Transition
ac00b1,SWA2651,1773422256.0,32.9372,-96.844,2775.0000888,167.04792,271.03,False,2026-03-13 17:17:36+00:00,Low
ac6f9c,N900EM,1773422256.0,32.4284,-96.6994,40000.00128,422.37288,352.79,False,2026-03-13 17:17:36+00:00,High
a25ba7,EPI251,1773422256.0,32.9635,-96.747,1975.0000632,103.24584,86.11,False,2026-03-13 17:17:36+00:00,Low
