icao24,callsign,time,lat,lon,altitude_ft,velocity_kts,heading_deg,on_ground,time_utc,alt_band
a3bc0b,N34MC,1773422266.0,32.1614,-96.9512,4425.0001416,144.47807999999998,295.86,False,2026-03-13 17:17:46+00:00,Low
ac9b48,N911KE,1773422266.0,33.0335,-96.543,2400.0000768,130.61736,288.3,False,2026-03-13 17:17:46+00:00,Low
a05b92,N122EP,1773422266.0,32.65,-96.9091,3475.0001112,179.31455999999997,102.56,False,2026-03-13 17:17:46+00:00,Low
ac667a,N89878,1773422266.0,33.1254,-97.678,3000.0000959999998,102.60432,100.11,False,2026-03-13 17:17:46+00:00,Low
a5b59d,SWA1983,1773422266.0,32.7649,-96.7899,3925.0001255999996,239.36471999999998,183.11,False,2026-03-13 17:17:46+00:00,Low
a9def3,N735PR,1773422266.0,32.6975,-97.6583,5925.0001896,103.1292,182.78,False,2026-03-13 17:17:46+00:00,Low
ad6cb1,TRF564,1773422266.0,32.7302,-96.243,1200.0000384,92.86488,311.07,False,2026-03-13 17:17:46+00:00,Low
ac53f8,SWA1919,1773422266.0,32.4986,-96.9479,7825.0002503999995,291.26952,65.02,False,2026-03-13 17:17:46+00:00,Low
a146f1,SWA22,1773422266.0,32.8645,-96.8652,700.0000224,147.10247999999999,135.55,False,2026-03-13 17:17:46+00:00,Low
a791c0,AAL2369,1773422266.0,33.3217,-97.5335,8775.000280799999,300.69792,110.85,False,2026-03-13 17:17:46+00:00,Low
a91ab7,NKS1121,1773422266.0,33.0043,-96.9138,8075.0002584,254.02247999999997,0.45,False,2026-03-13 17:17:46+00:00,Low
a43357,N37VK,1773422266.0,32.1788,-97.0226,2950.0000944,138.1212,41.77,False,2026-03-13 17:17:46+00:00,Low
a13501,AAL1514,1773422266.0,32.4673,-96.5441,17150.0005488,340.16112,315.6,False,2026-03-13 17:17:46+00:00,Terminal
a97187,N7074V,1773422266.0,32.6403,-97.4605,2900.0000928,143.23392,86.8,False,2026-03-13 17:17:46+00:00,Low
a1c05d,UCA4331,1773422266.0,33.378,-96.7288,32000.001024,454.62384000000003,196.88,False,2026-03-13 17:17:46+00:00,High
a7eb0c,N6090F,1773422266.0,32.7138,-96.2671,400.0000128,62.0136,180.92,False,2026-03-13 17:17:46+00:00,Low
aa733b,SWA696,1773422266.0,32.7164,-96.5785,5325.0001704,275.562,318.38,False,2026-03-13 17:17:46+00:00,Low
a01129,N103PL,1773422266.0,32.1934,-97.0798,3450.0001104,160.6716,28.64,False,2026-03-13 17:17:46+00:00,Low
a92ac4,N690AP,1773422266.0,32.6896,-96.8668,675.0000216000001,74.99951999999999,180.0,False,2026-03-13 17:17:46+00:00,Low
a31c16,N3QZ,1773422266.0,32.0694,-96.1985,5900.0001888,131.25887999999998,352.12,False,2026-03-13 17:17:46+00:00,Low
aa0a6e,SKW6433,1773422266.0,33.2604,-97.2319,4950.0001584,252.58392,93.86,False,2026-03-13 17:17:46+00:00,Low
a06bd8,N126VA,1773422266.0,32.9571,-97.3188,1200.0000384,45.995039999999996,180.0,False,2026-03-13 17:17:46+00:00,Low
ab3dc3,UAL1350,1773422266.0,33.1747,-97.0804,3000.0000959999998,247.374,152.3,False,2026-03-13 17:17:46+00:00,Low
ac6596,SWA1570,1773422266.0,32.3787,-96.1364,12525.0004008,330.5772,287.06,False,2026-03-13 17:17:46+00:00,Terminal
a5a106,N46198,1773422266.0,32.9394,-97.419,1050.0000336,56.60928,147.99,False,2026-03-13 17:17:46+00:00,Low
86831e,JAL11,1773422266.0,33.0823,-97.9799,21875.0007,406.06271999999996,293.98,False,2026-03-13 17:17:46+00:00,Transition
a23d25,SWA3160,1773422266.0,33.1853,-96.7799,3925.0001255999996,254.64456,202.64,False,2026-03-13 17:17:46+00:00,Low
acb9c6,N919TC,1773422266.0,32.3126,-96.0744,4550.0001456,113.16024,348.79,False,2026-03-13 17:17:46+00:00,Low
a44983,UAL686,1773422266.0,32.1473,-97.2781,35000.00112,476.76599999999996,133.64,False,2026-03-13 17:17:46+00:00,High
acf4c7,N934CR,1773422266.0,32.8646,-96.8652,750.0000239999999,103.24584,135.0,False,2026-03-13 17:17:46+00:00,Low
a9d6a5,N733ES,1773422266.0,33.3123,-97.3391,3600.0001152,60.67224,8.53,False,2026-03-13 17:17:46+00:00,Low
a7a9c5,JIA5037,1773422266.0,32.2746,-96.1785,22850.0007312,391.1328,271.32,False,2026-03-13 17:17:46+00:00,Transition
adb434,N982ST,1773422266.0,32.8538,-96.8645,600.0000192,78.77088,61.16,False,2026-03-13 17:17:46+00:00,Low
a9b193,N72338,1773422266.0,33.1689,-96.8681,1500.0000479999999,94.73111999999999,10.95,False,2026-03-13 17:17:46+00:00,Low
aca94b,AAL1321,1773422266.0,32.7547,-97.2003,8850.0002832,265.53096,260.68,False,2026-03-13 17:17:46+00:00,Low
a9d837,N733WU,1773422266.0,32.6843,-97.0472,1275.0000408,76.16592,176.24,False,2026-03-13 17:17:46+00:00,Low
aab5f3,N79CW,1773422266.0,32.9473,-96.7182,2425.0000775999997,158.08607999999998,281.31,False,2026-03-13 17:17:46+00:00,Low
a28191,CXK337,1773422266.0,33.1468,-96.5398,2625.0000840000002,91.93176,98.13,False,2026-03-13 17:17:46+00:00,Low
acdbee,AAL2845,1773422266.0,32.8989,-97.0325,550.0000176,10.206,78.69,False,2026-03-13 17:17:46+00:00,Low
a12215,N172RC,1773422266.0,33.2189,-97.4071,2375.000076,71.13096,242.35,False,2026-03-13 17:17:46+00:00,Low
a23b90,N243EH,1773422266.0,32.9712,-97.3305,1400.0000448,33.534,169.7,False,2026-03-13 17:17:46+00:00,Low
a2b885,N2746C,1773422266.0,32.7659,-96.53,800.0000256,48.016799999999996,181.19,False,2026-03-13 17:17:46+00:00,Low
a18403,AAL2050,1773422266.0,32.8494,-97.0509,2350.0000752,185.04935999999998,181.24,False,2026-03-13 17:17:46+00:00,Low
adbdf7,CAP4228,1773422266.0,33.1607,-96.4344,2300.0000735999997,90.76535999999999,288.63,False,2026-03-13 17:17:46+00:00,Low
adb260,N9818W,1773422266.0,33.0572,-96.2245,2400.0000768,102.17664,3.37,False,2026-03-13 17:17:46+00:00,Low
a001a9,N1SY,1773422266.0,32.763,-96.3807,2000.000064,122.06376,262.47,False,2026-03-13 17:17:46+00:00,Low
a121ec,N172PM,1773422266.0,33.1991,-96.588,1100.0000352,68.46768,186.71,False,2026-03-13 17:17:46+00:00,Low
a8fd3c,AAL896,1773422266.0,32.9863,-97.0258,1875.00006,131.00616,180.44,False,2026-03-13 17:17:46+00:00,Low
ad14a3,AAL2671,1773422266.0,33.1097,-96.9346,5425.0001735999995,237.4596,345.61,False,2026-03-13 17:17:46+00:00,Low
a90a29,N6816S,1773422266.0,33.374,-96.4785,7475.000239200001,186.9156,101.73,False,2026-03-13 17:17:46+00:00,Low
a7f6bf,LXJ612,1773422266.0,33.1465,-97.6647,43000.001376,492.82343999999995,121.98,False,2026-03-13 17:17:46+00:00,High
adb2bd,N982BT,1773422266.0,33.3764,-97.3627,4700.0001504,102.06,91.68,False,2026-03-13 17:17:46+00:00,Low
a5198f,N428CF,1773422266.0,33.0438,-96.8379,775.0000248,9.992159999999998,126.87,False,2026-03-13 17:17:46+00:00,Low
a84057,N63017,1773422266.0,32.7111,-96.1517,2425.0000775999997,92.08727999999999,267.51,False,2026-03-13 17:17:46+00:00,Low
a72078,SGE67,1773422266.0,32.9973,-97.4921,1500.0000479999999,63.51048,172.76,False,2026-03-13 17:17:46+00:00,Low
a06560,N1243S,1773422266.0,33.1937,-97.5407,2700.0000864000003,87.98544,328.48,False,2026-03-13 17:17:46+00:00,Low
ac9e2b,N912AT,1773422266.0,32.9423,-97.4336,1250.00004,69.34248,146.77,False,2026-03-13 17:17:46+00:00,Low
a04b96,N118TB,1773422266.0,32.5022,-96.9307,1700.0000544,107.42544,245.82,False,2026-03-13 17:17:46+00:00,Low
a9e8c8,N738AE,1773422266.0,33.0945,-96.3482,1500.0000479999999,129.5676,185.31,False,2026-03-13 17:17:46+00:00,Low
a72bda,JIA5406,1773422266.0,33.0827,-97.0891,4150.0001328,207.21096,92.49,False,2026-03-13 17:17:46+00:00,Low
a234ef,ENY4095,1773422274.0,32.9246,-97.2723,12325.0003944,360.126,1.27,False,2026-03-13 17:17:54+00:00,Terminal
a53473,N43408,1773422274.0,32.3835,-97.8875,4500.000144,92.96208,238.19,False,2026-03-13 17:17:54+00:00,Low
abfac6,SWA2531,1773422274.0,33.3848,-96.9199,5725.0001832,287.75088,100.41,False,2026-03-13 17:17:54+00:00,Low
a3917e,N329TX,1773422274.0,32.8334,-97.3386,1425.0000456,111.52727999999999,219.54,False,2026-03-13 17:17:54+00:00,Low
a6a441,N527PN,1773422274.0,32.3009,-96.6193,9175.0002936,314.42256000000003,296.24,False,2026-03-13 17:17:54+00:00,Low
a0802e,N131PA,1773422274.0,32.8423,-96.2362,1275.0000408,108.47519999999999,102.24,False,2026-03-13 17:17:54+00:00,Low
a48973,N3914Q,1773422274.0,32.0759,-96.6756,1100.0000352,116.50392,348.11,False,2026-03-13 17:17:54+00:00,Low
a45052,N3771L,1773422274.0,32.4673,-96.9118,700.0000224,62.208,184.61,False,2026-03-13 17:17:54+00:00,Low
ad311d,N9491L,1773422274.0,32.3583,-97.4564,1700.0000544,99.16344,338.09,False,2026-03-13 17:17:54+00:00,Low
abb58b,N8535G,1773422274.0,33.3723,-96.7024,3600.0001152,85.59432,210.16,False,2026-03-13 17:17:54+00:00,Low
a9af67,CXK533,1773422274.0,32.6781,-97.0978,700.0000224,56.29824,167.69,False,2026-03-13 17:17:54+00:00,Low
a5e676,N48CD,1773422274.0,32.8714,-96.678,1125.000036,45.21744,108.03,False,2026-03-13 17:17:54+00:00,Low
aaa7b5,N786KD,1773422274.0,32.7576,-96.5302,475.0000152,76.0104,180.75,False,2026-03-13 17:17:54+00:00,Low
aaf70f,N8052A,1773422274.0,33.0978,-96.0643,1050.0000336,73.24992,231.1,False,2026-03-13 17:17:54+00:00,Low
a2ce8d,N280FW,1773422274.0,32.8376,-97.3637,850.0000272,116.11511999999999,172.08,False,2026-03-13 17:17:54+00:00,Low
a1fbe6,N227KC,1773422274.0,33.4396,-96.4996,4275.0001368,150.01848,196.26,False,2026-03-13 17:17:54+00:00,Low
a2c27e,SWA1274,1773422274.0,32.8858,-96.8901,1250.00004,135.8856,137.39,False,2026-03-13 17:17:54+00:00,Low
a3db0c,CNS33,1773422274.0,33.0626,-96.8021,1950.0000624,200.67912,301.55,False,2026-03-13 17:17:54+00:00,Low
a52e50,AAL1908,1773422274.0,32.9252,-97.0545,800.0000256,127.00152,180.0,False,2026-03-13 17:17:54+00:00,Low
a3e233,N3498F,1773422274.0,32.5652,-96.7061,900.0000288,63.141119999999994,139.5,False,2026-03-13 17:17:54+00:00,Low
a20a11,N230SA,1773422274.0,32.9624,-96.8084,1600.0000512,79.4124,84.22,False,2026-03-13 17:17:54+00:00,Low
ad081a,N939LH,1773422274.0,32.6704,-96.8222,1525.0000488,110.06927999999999,331.81,False,2026-03-13 17:17:54+00:00,Low
a819f5,N621AA,1773422274.0,33.2168,-97.1263,2675.0000856,95.60592,52.65,False,2026-03-13 17:17:54+00:00,Low
aa9d55,N783TA,1773422274.0,33.0553,-97.2023,900.0000288,64.01592,269.1,False,2026-03-13 17:17:54+00:00,Low
a7c0c5,N599VV,1773422274.0,32.7279,-97.3902,3625.000116,114.05448,91.51,False,2026-03-13 17:17:54+00:00,Low
ac2bc6,SWA1061,1773422274.0,33.4322,-97.2852,10800.000345600001,350.32824,96.56,False,2026-03-13 17:17:54+00:00,Terminal
a988cc,SKW6335,1773422274.0,33.4003,-96.3213,13175.0004216,316.77479999999997,228.71,False,2026-03-13 17:17:54+00:00,Terminal
a1c4db,N213CB,1773422274.0,32.4989,-97.1072,1900.0000608,148.92983999999998,49.36,False,2026-03-13 17:17:54+00:00,Low
a18903,N19850,1773422274.0,32.4318,-97.7271,4125.000132,79.64568,262.79,False,2026-03-13 17:17:54+00:00,Low
ab635d,SWA4623,1773422274.0,33.3223,-96.7366,3925.0001255999996,265.02552000000003,179.57,False,2026-03-13 17:17:54+00:00,Low
ab1fa7,AAL5,1773422274.0,32.8525,-97.848,19525.0006248,387.26424000000003,277.42,False,2026-03-13 17:17:54+00:00,Transition
ab54ec,N8292D,1773422274.0,32.5561,-97.4976,3300.0001056,73.03608,271.57,False,2026-03-13 17:17:54+00:00,Low
a7299c,N5602V,1773422274.0,33.0923,-96.0753,900.0000288,86.62464,148.7,False,2026-03-13 17:17:54+00:00,Low
aa34d0,N757HY,1773422274.0,33.3851,-97.3069,4200.0001344,62.26632,119.86,False,2026-03-13 17:17:54+00:00,Low
a919b4,N686CA,1773422274.0,32.6169,-96.8853,2000.000064,120.02256,0.48,False,2026-03-13 17:17:54+00:00,Low
a51e3b,N429NA,1773422274.0,32.7881,-97.1642,1000.000032,80.01503999999998,180.0,False,2026-03-13 17:17:54+00:00,Low
a1559d,N1850F,1773422274.0,32.5594,-96.2931,4375.00014,128.47896,94.91,False,2026-03-13 17:17:54+00:00,Low
a7c85c,N600MK,1773422274.0,32.5492,-96.7709,11450.0003664,238.17888,172.28,False,2026-03-13 17:17:54+00:00,Terminal
ae52aa,TANDM29,1773422274.0,32.731,-96.9748,450.0000144,32.25096,277.13,False,2026-03-13 17:17:54+00:00,Low
ade53c,CNS316,1773422274.0,32.9251,-97.148,4925.0001576,219.94415999999998,277.58,False,2026-03-13 17:17:54+00:00,Low
a1074e,N1655F,1773422274.0,33.1591,-97.7975,3400.0001088,86.54688,247.58,False,2026-03-13 17:17:54+00:00,Low
ad3396,N95PC,1773422274.0,33.0245,-97.6565,22000.000704000002,225.19296,238.99,False,2026-03-13 17:17:54+00:00,Transition
a20132,N22808,1773422274.0,32.6766,-97.0975,825.0000264,63.607679999999995,143.31,False,2026-03-13 17:17:54+00:00,Low
a5749c,N4501E,1773422274.0,32.939,-97.578,2525.0000808,105.48143999999999,84.56,False,2026-03-13 17:17:54+00:00,Low
a74ae4,N5691R,1773422274.0,33.3032,-96.2758,2450.0000784,75.58272000000001,244.11,False,2026-03-13 17:17:54+00:00,Low
a14f2f,N1837S,1773422274.0,32.9134,-96.1165,41000.001312,450.1332,101.53,False,2026-03-13 17:17:54+00:00,High
a5c430,N4705Q,1773422274.0,33.3636,-97.122,2900.0000928,86.37192,5.31,False,2026-03-13 17:17:54+00:00,Low
adcbdc,N98843,1773422274.0,32.4783,-97.256,1525.0000488,82.50335999999999,239.39,False,2026-03-13 17:17:54+00:00,Low
a3a9eb,AAL1746,1773422274.0,32.7822,-96.9503,35000.00112,481.70376,119.07,False,2026-03-13 17:17:54+00:00,High
a0237e,N108LZ,1773422274.0,33.0289,-96.0949,4900.0001568,139.19039999999998,61.23,False,2026-03-13 17:17:54+00:00,Low
ac0e33,N876SC,1773422274.0,32.4018,-97.1033,3425.0001096,105.48143999999999,185.44,False,2026-03-13 17:17:54+00:00,Low
a7ea3f,N609SA,1773422274.0,32.9953,-96.5634,2900.0000928,127.89576000000001,263.26,False,2026-03-13 17:17:54+00:00,Low
a02eaf,N1101A,1773422274.0,32.9896,-96.0485,20950.0006704,397.27584,69.06,False,2026-03-13 17:17:54+00:00,Transition
ac00b1,SWA2651,1773422274.0,32.9355,-96.86,2500.00008,164.98728,254.53,False,2026-03-13 17:17:54+00:00,Low
ac6f9c,N900EM,1773422274.0,32.4635,-96.705,40000.00128,423.306,351.85,False,2026-03-13 17:17:54+00:00,High
a25ba7,EPI251,1773422274.0,32.9639,-96.7371,2000.000064,101.088,87.73,False,2026-03-13 17:17:54+00:00,Low
a9dc3d,N734ZY,1773422274.0,33.2573,-97.1241,2425.0000775999997,126.34055999999998,4.09,False,2026-03-13 17:17:54+00:00,Low
acac14,N9153W,1773422274.0,33.0483,-96.5582,4475.0001432,110.53584,151.35,False,2026-03-13 17:17:54+00:00,Low
a20258,UNKNOWN,1773422274.0,32.766,-97.6704,1575.0000504,83.74752,319.84,False,2026-03-13 17:17:54+00:00,Low
a6d0f0,N5383K,1773422274.0,32.4236,-97.4159,1725.0000552,92.55384,263.8,False,2026-03-13 17:17:54+00:00,Low
a46430,N382RA,1773422274.0,33.4383,-97.2171,2000.000064,92.02896,1.25,False,2026-03-13 17:17:54+00:00,Low
a52dbc,NWX432,1773422274.0,32.6023,-97.9848,4050.0001296,103.38192,245.42,False,2026-03-13 17:17:54+00:00,Low
ab9b9d,UAL539,1773422274.0,32.8757,-97.0301,1600.0000512,158.02776,180.73,False,2026-03-13 17:17:54+00:00,Low
a904e6,TRF688,1773422274.0,32.9832,-96.1144,1900.0000608,122.54975999999999,26.15,False,2026-03-13 17:17:54+00:00,Low
a63c08,N500XL,1773422274.0,32.6512,-97.1312,1675.0000536,156.18096,338.2,False,2026-03-13 17:17:54+00:00,Low
a64310,N502TJ,1773422274.0,32.9613,-96.5838,2300.0000735999997,127.07928000000001,305.07,False,2026-03-13 17:17:54+00:00,Low
a9903a,SKW6355,1773422274.0,32.8208,-97.267,10725.0003432,302.70024,349.92,False,2026-03-13 17:17:54+00:00,Terminal
a5bb0b,N469AA,1773422274.0,33.2573,-97.4016,3050.0000976,137.03256,89.16,False,2026-03-13 17:17:54+00:00,Low
a4c7a3,N407LG,1773422274.0,32.8524,-97.7428,1775.0000568,121.15008,272.84,False,2026-03-13 17:17:54+00:00,Low
a81b3a,N621PA,1773422274.0,33.2113,-97.1622,2500.00008,94.51728,29.82,False,2026-03-13 17:17:54+00:00,Low
a11908,N17YP,1773422274.0,32.5067,-97.843,4400.0001408,141.23160000000001,229.88,False,2026-03-13 17:17:54+00:00,Low
ab9af3,AAL9602,1773422274.0,32.3738,-97.8514,21250.00068,450.58032,87.2,False,2026-03-13 17:17:54+00:00,Transition
a56acc,NWX448,1773422274.0,32.9856,-97.8501,5925.0001896,96.63624,173.46,False,2026-03-13 17:17:54+00:00,Low
a49a5b,N396PC,1773422274.0,32.4901,-96.8475,650.0000208,68.07888,169.85,False,2026-03-13 17:17:54+00:00,Low
a46665,NWX382,1773422274.0,32.9709,-97.3407,1800.0000576,82.38672,275.57,False,2026-03-13 17:17:54+00:00,Low
a4ea9d,N416CA,1773422274.0,32.6908,-96.8483,1575.0000504,88.78248,337.48,False,2026-03-13 17:17:54+00:00,Low
a621f8,N49447,1773422274.0,32.6262,-97.8939,3600.0001152,83.45591999999999,315.97,False,2026-03-13 17:17:54+00:00,Low
acf261,N933SC,1773422274.0,32.7189,-97.0339,1225.0000392,92.67048,276.82,False,2026-03-13 17:17:54+00:00,Low
a20fa3,CXK619,1773422274.0,33.33,-96.0848,4475.0001432,94.92551999999999,249.66,False,2026-03-13 17:17:54+00:00,Low
a37313,N321LT,1773422274.0,32.9325,-97.1834,3450.0001104,166.44528,94.13,False,2026-03-13 17:17:54+00:00,Low
a4e1d5,N4131W,1773422274.0,33.197,-96.5068,5425.0001735999995,154.85904,54.46,False,2026-03-13 17:17:54+00:00,Low
ab4732,AAL127,1773422274.0,32.8961,-97.6694,14825.0004744,385.84511999999995,288.9,False,2026-03-13 17:17:54+00:00,Terminal
a0bcb2,AAL810,1773422274.0,32.8893,-97.0509,950.0000304,166.01760000000002,180.0,False,2026-03-13 17:17:54+00:00,Low
abe501,SWA2471,1773422274.0,32.038,-96.7293,36000.001152,433.23984,210.83,False,2026-03-13 17:17:54+00:00,High
acc8d1,N9226Q,1773422274.0,32.2936,-97.6977,3200.0001024,102.09888000000001,212.6,False,2026-03-13 17:17:54+00:00,Low
a3bc0b,N34MC,1773422274.0,32.1638,-96.9569,4500.000144,138.64607999999998,296.57,False,2026-03-13 17:17:54+00:00,Low
ac9b48,N911KE,1773422274.0,33.035,-96.5486,2400.0000768,131.56992,288.16,False,2026-03-13 17:17:54+00:00,Low
a05b92,N122EP,1773422274.0,32.6484,-96.9007,3450.0001104,182.44439999999997,102.67,False,2026-03-13 17:17:54+00:00,Low
ac667a,N89878,1773422274.0,33.1254,-97.678,3000.0000959999998,102.60432,100.11,False,2026-03-13 17:17:54+00:00,Low
a5b59d,SWA1983,1773422274.0,32.7554,-96.7912,4175.0001336,246.65472,188.39,False,2026-03-13 17:17:54+00:00,Low
a9def3,N735PR,1773422274.0,32.6933,-97.6582,5950.0001904,106.0452,178.38,False,2026-03-13 17:17:54+00:00,Low
ad6cb1,TRF564,1773422274.0,32.7327,-96.2477,1150.0000367999999,90.25992,291.45,False,2026-03-13 17:17:54+00:00,Low
ac53f8,SWA1919,1773422274.0,32.5033,-96.9358,7625.000244,290.84184000000005,65.2,False,2026-03-13 17:17:54+00:00,Low
a146f1,SWA22,1773422274.0,32.8645,-96.8652,700.0000224,147.10247999999999,135.55,False,2026-03-13 17:17:54+00:00,Low
a791c0,AAL2369,1773422274.0,33.3183,-97.5213,8600.0002752,303.32232,107.66,False,2026-03-13 17:17:54+00:00,Low
a91ab7,NKS1121,1773422274.0,33.0151,-96.9138,7825.0002503999995,253.03104,0.23,False,2026-03-13 17:17:54+00:00,Low
a43357,N37VK,1773422274.0,32.1829,-97.0184,2975.0000952,138.78216,42.08,False,2026-03-13 17:17:54+00:00,Low
a13501,AAL1514,1773422274.0,32.4767,-96.5548,17050.0005456,333.08496,315.61,False,2026-03-13 17:17:54+00:00,Terminal
a97187,N7074V,1773422274.0,32.6407,-97.4538,2900.0000928,143.50608,85.2,False,2026-03-13 17:17:54+00:00,Low
a1c05d,UCA4331,1773422274.0,33.3621,-96.7346,32000.001024,454.62384000000003,196.88,False,2026-03-13 17:17:54+00:00,High
a7eb0c,N6090F,1773422274.0,32.7138,-96.2671,400.0000128,62.0136,180.92,False,2026-03-13 17:17:54+00:00,Low
aa733b,SWA696,1773422274.0,32.7243,-96.5868,5200.0001664,275.6592,318.68,False,2026-03-13 17:17:54+00:00,Low
a01129,N103PL,1773422274.0,32.1987,-97.0764,3400.0001088,159.408,29.3,False,2026-03-13 17:17:54+00:00,Low
a92ac4,N690AP,1773422274.0,32.6896,-96.8668,675.0000216000001,74.99951999999999,180.0,False,2026-03-13 17:17:54+00:00,Low
a31c16,N3QZ,1773422274.0,32.0738,-96.1993,5900.0001888,132.25032,352.18,False,2026-03-13 17:17:54+00:00,Low
aa0a6e,SKW6433,1773422274.0,33.2596,-97.2201,4950.0001584,252.89496,94.76,False,2026-03-13 17:17:54+00:00,Low
a06bd8,N126VA,1773422274.0,32.9571,-97.3188,1200.0000384,45.995039999999996,180.0,False,2026-03-13 17:17:54+00:00,Low
ab3dc3,UAL1350,1773422274.0,33.1669,-97.0755,2975.0000952,242.9028,152.27,False,2026-03-13 17:17:54+00:00,Low
ac6596,SWA1570,1773422274.0,32.3824,-96.1508,12250.000392,329.62464,287.12,False,2026-03-13 17:17:54+00:00,Terminal
a5a106,N46198,1773422274.0,32.9394,-97.419,1050.0000336,56.60928,147.99,False,2026-03-13 17:17:54+00:00,Low
86831e,JAL11,1773422274.0,33.0885,-97.9963,22075.0007064,407.89007999999995,293.86,False,2026-03-13 17:17:54+00:00,Transition
a23d25,SWA3160,1773422274.0,33.1768,-96.7841,3925.0001255999996,253.32264,202.52,False,2026-03-13 17:17:54+00:00,Low
acb9c6,N919TC,1773422274.0,32.3168,-96.0753,4550.0001456,113.78232,349.88,False,2026-03-13 17:17:54+00:00,Low
a44983,UAL686,1773422274.0,32.1348,-97.2626,35000.00112,476.76599999999996,133.64,False,2026-03-13 17:17:54+00:00,High
